qid,date,section,mp,matched_score,matched_date,rank,MND,MinDef,MFA,MinLaw,MHA,MOT,MOF,MOM,MTI,MCCY,MSF,MOH,PMO,MEWR,MCI,MOE,speaker,dob,yob,start,end,gender,party,race,age,tenure,opposition,non-partisan,parl10,parl11,parl12,parl13,parl,num,voters,valid_votes,vote_share,vote,winners_majority_share,winners_majority,swing
3241,2014-03-05,Singapore,16,0.958217270194986,2014-03-04,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,14415.0,2868,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
3242,2014-04-15,Singapore,65,0.615384615384615,2014-04-14,sms,1.0,,,,,,,,1.0,,,,,,,,0,1962-09-03,1962,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,18851.0,2870,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
3243,2014-04-15,Singapore,65,0.666666666666667,2014-04-14,sms,1.0,,,,,,,,1.0,,,,,,,,0,1962-09-03,1962,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,18851.0,2870,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
3244,2014-04-15,Singapore,63,0.681818181818182,2014-04-14,mp,,,,,,,,,,,,,,,,,0,1961-09-12,1961,2012-05-26,2018-03-02 00:00:00,male,wp,chinese,19207.0,688,1,0,0,0,1,0,12th parliament,1.0,23368.0,21683.0,62.1,13460.0,24.2,5237.0,
3245,2014-04-15,Singapore,65,0.770186335403727,2014-04-14,sms,1.0,,,,,,,,1.0,,,,,,,,0,1962-09-03,1962,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,18851.0,2870,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
3246,2014-04-15,Singapore,65,0.651851851851852,2014-04-14,sms,1.0,,,,,,,,1.0,,,,,,,,0,1962-09-03,1962,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,18851.0,2870,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
3247,2014-04-15,Singapore,23,0.563636363636364,2014-04-14,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19938.0,2870,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3248,2014-04-15,Singapore,58,0.676923076923077,2014-04-14,mp,,,,,,,,,,,,,,,,,0,1976-01-21,1976,2006-04-27,2018-03-02 00:00:00,male,pap,eurasian,13963.0,2909,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
3249,2014-04-15,Singapore,65,0.666666666666667,2014-04-14,sms,1.0,,,,,,,,1.0,,,,,,,,0,1962-09-03,1962,2006-06-05,2018-03-02 00:00:00,male,pap,chinese,18851.0,2870,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
3250,2014-09-09,Top of The News,23,0.859504132231405,2014-09-08,mayor,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,20085.0,3017,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3251,2014-09-09,Top of The News,45,0.611570247933884,2014-09-08,mp,,,,,,,,,,,,,,,,,0,1976-08-23,1976,2011-07-05,2018-03-02 00:00:00,female,pap,malay,13895.0,1161,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
3252,2014-09-09,Top of The News,49,0.898305084745763,2014-09-08,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19813.0,3017,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3253,2014-09-10,Singapore,50,0.96,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3254,2014-09-10,Singapore,50,0.860655737704918,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3255,2014-09-10,Singapore,50,0.782608695652174,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3256,2014-09-10,Singapore,50,0.984375,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3257,2014-09-10,Singapore,50,0.848484848484848,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3258,2014-09-10,Singapore,50,0.962962962962963,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3259,2014-09-10,Singapore,50,0.851063829787234,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3260,2014-09-10,Singapore,50,0.629370629370629,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3261,2014-09-10,Singapore,50,0.694300518134715,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3262,2014-09-10,Singapore,50,0.790123456790123,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3263,2014-09-10,Singapore,50,0.994736842105263,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3264,2014-01-22,Singapore,12,0.75,2014-01-21,sms,,,1.0,,1.0,,,,,,,,,,,,0,1963-04-16,1963,2006-06-05,2018-03-02 00:00:00,male,pap,malay,18543.0,2787,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
3265,2014-01-22,Singapore,12,1.0,2014-01-21,sms,,,1.0,,1.0,,,,,,,,,,,,0,1963-04-16,1963,2006-06-05,2018-03-02 00:00:00,male,pap,malay,18543.0,2787,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
3266,2014-07-08,Singapore,0,0.623931623931624,2014-07-07,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22609.0,4638,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3267,2014-07-08,Singapore,0,0.731707317073171,2014-07-07,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22609.0,4638,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3268,2014-07-08,Singapore,0,1.0,2014-07-07,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22609.0,4638,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3269,2014-07-08,Singapore,0,0.632558139534884,2014-07-07,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22609.0,4638,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3270,2014-07-08,Singapore,0,1.0,2014-07-07,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22609.0,4638,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3271,2014-07-08,Singapore,13,1.0,2014-07-07,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21742.0,7870,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3272,2014-07-08,Singapore,13,0.638888888888889,2014-07-07,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21742.0,7870,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3273,2014-07-08,Singapore,6,0.79,2014-07-07,minister,,1.0,,,,,,,,,,,,,,,0,1958-10-12,1958,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,20357.0,4638,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3274,2014-07-08,Singapore,30,0.816993464052288,2014-07-07,minister,,,,,1.0,,,,1.0,,,,1.0,,,,0,1962-06-14,1962,1997-02-01,2018-03-02 00:00:00,male,pap,indian,19016.0,6365,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
3275,2014-07-08,Singapore,66,1.0,2014-07-07,nmp,,,,,,,,,,,,,,,,,0,,1969,2012-02-14,13/8/2014,female,ind,chinese,16425.0,874,0,1,0,0,1,0,12th parliament,,,,,,,,
3276,2014-11-05,Singapore,69,1.0,2014-11-04,sms,,,,,,,,1.0,,,,1.0,,,,,0,1958-02-23,1958,2001-03-11,2018-03-02 00:00:00,female,pap,chinese,20708.0,4986,0,0,0,0,1,0,12th parliament,1.0,27701.0,25712.0,70.6,18156.0,41.2,10600.0,
3277,2014-11-05,Singapore,69,0.986784140969163,2014-11-04,sms,,,,,,,,1.0,,,,1.0,,,,,0,1958-02-23,1958,2001-03-11,2018-03-02 00:00:00,female,pap,chinese,20708.0,4986,0,0,0,0,1,0,12th parliament,1.0,27701.0,25712.0,70.6,18156.0,41.2,10600.0,
3278,2014-11-05,Singapore,69,0.4,2014-11-04,sms,,,,,,,,1.0,,,,1.0,,,,,0,1958-02-23,1958,2001-03-11,2018-03-02 00:00:00,female,pap,chinese,20708.0,4986,0,0,0,0,1,0,12th parliament,1.0,27701.0,25712.0,70.6,18156.0,41.2,10600.0,
3279,2014-11-05,Singapore,69,0.989247311827957,2014-11-04,sms,,,,,,,,1.0,,,,1.0,,,,,0,1958-02-23,1958,2001-03-11,2018-03-02 00:00:00,female,pap,chinese,20708.0,4986,0,0,0,0,1,0,12th parliament,1.0,27701.0,25712.0,70.6,18156.0,41.2,10600.0,
3280,2014-01-22,Singapore,49,0.596491228070175,2014-01-21,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19583.0,2787,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3281,2014-02-19,Top of The News,23,0.9,2014-02-18,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19883.0,2815,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3282,2014-02-19,Top of The News,24,0.992907801418439,2014-02-18,mp,,,,,,,,,,,,,,,,,0,1966-10-01,1966,2011-07-05,2018-03-02 00:00:00,female,pap,chinese,17307.0,959,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
3283,2014-02-19,Top of The News,21,0.756756756756757,2014-02-18,mp,,,,,,,,,,,,,,,,,0,1965-03-28,1965,2006-11-05,2018-03-02 00:00:00,female,wp,chinese,17859.0,2662,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3284,2014-08-05,Singapore,34,0.967741935483871,2014-08-04,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,19549.0,4666,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
3285,2014-08-05,Singapore,34,0.913385826771654,2014-08-04,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,19549.0,4666,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
3286,2014-08-05,Top of The News,14,0.2875,2014-08-04,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19346.0,3096,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3287,2014-08-05,Top of The News,14,0.787003610108303,2014-08-04,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19346.0,3096,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3288,2014-08-05,Top of The News,14,0.623188405797101,2014-08-04,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19346.0,3096,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3289,2014-08-05,Top of The News,14,0.801418439716312,2014-08-04,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19346.0,3096,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3290,2014-08-05,Top of The News,14,0.724279835390947,2014-08-04,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19346.0,3096,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3291,2014-01-21,Top of The News,13,0.978978978978979,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3292,2014-01-21,Top of The News,13,0.765217391304348,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3293,2014-01-21,Top of The News,13,0.682926829268293,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3294,2014-01-21,Top of The News,13,0.711864406779661,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3295,2014-01-21,Top of The News,13,0.753086419753086,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3296,2014-01-21,Top of The News,13,0.990740740740741,2014-01-20,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21574.0,7702,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
3297,2014-01-22,Singapore,14,0.369515011547344,2014-01-21,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19151.0,2901,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3298,2014-01-22,Singapore,14,0.745762711864407,2014-01-21,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19151.0,2901,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3299,2014-01-22,Singapore,14,0.743589743589744,2014-01-21,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19151.0,2901,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3300,2014-01-22,Singapore,14,0.888888888888889,2014-01-21,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,19151.0,2901,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
3301,2014-10-09,Singapore,0,0.851485148514851,2014-10-08,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22702.0,4731,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3302,2014-10-09,Singapore,0,0.884955752212389,2014-10-08,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22702.0,4731,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3303,2014-10-09,Singapore,0,0.763636363636364,2014-10-08,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22702.0,4731,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3304,2014-10-09,Singapore,0,0.0994623655913978,2014-10-08,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22702.0,4731,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3305,2014-09-10,Singapore,50,0.832826747720365,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3306,2014-09-10,Singapore,50,0.717514124293785,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3307,2014-09-10,Singapore,50,0.962962962962963,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3308,2014-09-10,Singapore,50,0.787204450625869,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3309,2014-09-10,Singapore,50,0.844262295081967,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3310,2014-09-10,Singapore,50,0.989247311827957,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3311,2014-09-10,Singapore,50,1.0,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3312,2014-09-10,Singapore,50,0.962962962962963,2014-09-09,sms,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16834.0,3057,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
3313,2014-11-04,Singapore,0,0.972222222222222,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3314,2014-11-04,Singapore,0,1.0,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3315,2014-11-04,Singapore,0,0.980769230769231,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3316,2014-11-04,Singapore,0,0.619047619047619,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3317,2014-11-04,Singapore,0,0.857142857142857,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3318,2014-03-11,Singapore,49,0.938461538461538,2014-03-10,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19631.0,2835,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3319,2014-03-11,Singapore,49,0.708860759493671,2014-03-10,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19631.0,2835,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3320,2014-03-11,Singapore,71,1.0,2014-03-10,parl sec,,,,,,1.0,,,,,,1.0,,,,,0,1968-06-16,1968,2006-04-27,2018-03-02 00:00:00,male,pap,malay,16703.0,2874,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3321,2014-03-11,Singapore,71,0.777777777777778,2014-03-10,parl sec,,,,,,1.0,,,,,,1.0,,,,,0,1968-06-16,1968,2006-04-27,2018-03-02 00:00:00,male,pap,malay,16703.0,2874,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
3322,2014-03-11,Singapore,8,1.0,2014-03-10,nmp,,,,,,,,,,,,,,,,,0,,1975,2012-02-14,13/8/2014,male,ind,chinese,14235.0,755,0,1,0,0,1,0,12th parliament,,,,,,,,
3323,2014-03-11,Singapore,21,0.992907801418439,2014-03-10,mp,,,,,,,,,,,,,,,,,0,1965-03-28,1965,2006-11-05,2018-03-02 00:00:00,female,wp,chinese,17879.0,2682,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
3324,2014-03-11,Singapore,9,0.783783783783784,2014-03-10,mp,,,,,,,,,,,,,,,,,0,,1961,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,19345.0,2874,0,0,0,0,1,0,12th parliament,5.0,154451.0,138212.0,56.6,78286.0,13.2,18360.0,
3325,2014-11-04,Singapore,0,0.755555555555556,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3326,2014-11-04,Singapore,0,0.985507246376812,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3327,2014-11-04,Singapore,0,0.651515151515152,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3328,2014-11-04,Singapore,0,0.662983425414365,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
3329,2014-11-04,Singapore,0,0.538975501113586,2014-11-03,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,22728.0,4757,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
